ID;Job Title;Company;Location;Responsibilities;Requirements;Benefits;URL
55;IT Support Specialist;Bending Spoons;Warsaw;"Support employees with day-to-day IT issues and escalate/resolve helpdesk requests; design and improve automated IT support workflows and first-response systems; integrate IT systems from acquired companies into a unified environment; maintain office IT infrastructure (networking, conferencing, access control systems); manage onboarding/offboarding (devices, accounts, access provisioning and documentation); provide technical support for live events (setup, testing, troubleshooting); continuously improve IT tooling and support processes";"Strong reasoning and problem-solving ability (first-principles thinking); high drive, ownership, and accountability; strong team collaboration mindset; fluent English; fluent Polish (for Warsaw office); ability to work in high-performance, fast-paced environment; strong attention to detail and structured thinking";"Competitive salary (€46k–€85k+ depending on experience and location, higher possible for exceptional candidates); equity participation (discounted company shares); flexible hours and remote work options; strong learning and training budget; top-tier health insurance; relocation package; parental support; yearly company retreat; rapid career growth opportunities in high-performance teams";https://www.linkedin.com/jobs/view/4424062337
56;IT Analyst;Jit Team;Warsaw;"Maintain and develop Software Lifecycle management processes for service areas; ensure accuracy and accessibility of software lifecycle data; support analysis of obsolete software and associated risks; help stakeholders define mitigation actions; participate in audits related to software lifecycle domain; collaborate with multiple stakeholders to resolve lifecycle issues; provide data, documentation, and SME input for compliance and audits";"Strong knowledge of Software Asset Lifecycle Management (SAM); understanding of software lifecycle processes; experience with SAM tools (FlexeraOne or similar – strong advantage); Power BI and Excel for reporting; good understanding of IT architecture and software governance; strong communication and stakeholder collaboration skills; proactive, self-driven attitude; fluent English (spoken and written)";"Flexible hybrid work (Warsaw/Gdańsk/Gdynia); B2B contract (800–1050 PLN/day); Scandinavian work culture and work-life balance; international environment; integration events; training and development support (financed learning opportunities)";https://www.linkedin.com/jobs/view/4413981418
57;IT Business Analyst;Stanley Black & Decker;Warsaw;"Engage stakeholders and gather business requirements across IT solutions; perform business process analysis, needs assessment, and cost/benefit analysis; translate business needs into functional and technical requirements; define project scope, milestones, budgets, and teams; collaborate with architects and developers on solution design; validate requirements during delivery; support system integration testing (SIT/UAT) and user training; create documentation (process flows, user guides, training materials); support IT strategy, innovation, and process improvement initiatives; coordinate with external partners to ensure delivery alignment";"4–6 years relevant experience (or 3–4 with master’s degree); strong understanding of SDLC, Agile/Scrum and system development methodologies; business process modelling and analysis skills; stakeholder management and communication skills; analytical thinking and ability to influence decisions; knowledge of application/system integration concepts; familiarity with tools such as Jira, Azure DevOps, Visio, SharePoint, Excel, PowerPoint; SQL knowledge (nice to have); knowledge of warehouse management systems (BY/JDA WMS – strong advantage); ability to work in global, cross-functional teams";"Fully remote role; global company with strong brand portfolio; career mobility across multiple paths; access to learning platforms (Lean Academy, online certifications); inclusive and diverse culture; exposure to large-scale enterprise IT projects; standard benefits depending on country of employment";https://www.linkedin.com/jobs/view/4373595415
58;Service Desk Engineer;Tabby;Warsaw;"Handle and troubleshoot technical support requests from internal teams; perform root cause analysis of complex issues (API errors, HTTP flows, integrations, performance problems); analyze logs to identify incidents and system anomalies; investigate production issues and coordinate resolution with engineering and product teams; define and assign technical tasks for developers; create and maintain playbooks and standardized troubleshooting documentation; automate repetitive support tasks; participate in incident/on-call support and improve monitoring and alerting processes";"Strong troubleshooting and analytical skills; experience with Jira (administration level preferred); ability to work with monitoring/log tools (Datadog, Grafana, Kibana); basic SQL knowledge; understanding of software development fundamentals; English B1+; process management and teamwork skills; proactivity; scripting/automation skills are a plus (Python, Bash, Go); experience with incident management/on-call or fintech/startup environment is a plus";"Fully remote work across Europe; B2B contract; up to 20% tax allowance; 22 paid leave days; stock options (ESOP) in high-growth fintech; flexible benefits (wellness, travel, learning); international high-performance engineering environment";https://www.linkedin.com/jobs/view/4407434485
59;Information Security Governance Specialist;Bruker;Warsaw;"Develop and maintain information security policies, standards, and governance frameworks (ISO 27001, NIST, GDPR); monitor compliance and support internal/external audits; conduct security and compliance risk assessments and recommend remediation actions; provide guidance on governance, risk, and data protection; collaborate with IT, business, and compliance teams; support third-party/vendor risk management; track and report GRC metrics to senior management; contribute to incident response from a governance perspective; support security awareness and training; act as liaison for auditors and regulators";"3–5 years experience in GRC or cybersecurity governance; strong knowledge of ISO 27001, NIST, COBIT, ITIL frameworks; understanding of GDPR and data protection regulations; experience with GRC tools (e.g., OneTrust or similar); risk assessment experience; certifications preferred (CISA, CRISC, CISSP, ISO 27001 Lead Implementer); strong communication and stakeholder management skills; analytical and organizational skills; proficiency in Excel and PowerPoint";"Global scientific/technology company environment; exposure to international compliance and security governance; work on enterprise-level GRC frameworks; collaboration with global IT and compliance teams; professional development in cybersecurity governance and risk management";https://www.linkedin.com/jobs/view/4406162962
60;Senior Corporate Systems Operations Manager;Kyriba;Warsaw;"Monitor and maintain enterprise corporate systems (Salesforce, Workday, NetSuite, middleware); ensure system availability, performance, and incident resolution; respond to system alerts and user issues; coordinate system upgrades, patches, and enhancements; support build-to-run transitions (CI/CD, DevOps); collaborate with cross-functional teams on system improvements; manage BAU enhancements and operational stability; conduct compliance audits (GDPR, SOC2) and maintain documentation; ensure data quality and system integrity; support change management and release processes; work closely with development, product, and audit teams";"5+ years Salesforce development or enterprise systems experience; experience supporting Salesforce, Workday, or similar enterprise platforms; strong understanding of SDLC / Agile / Waterfall; DevOps knowledge (CI/CD tools like Jenkins, GitHub, Bitbucket, Copado, Ansible); strong analytical and troubleshooting skills; experience in system integration and operational support; familiarity with GDPR, SOC2 compliance; experience with Jira/Confluence (Atlassian stack); strong stakeholder management and communication skills; ability to work in agile cross-functional teams";"Salary range ~PLN 326,900–413,450/year + bonus + long-term incentives; global fintech environment; hybrid/enterprise SaaS exposure; strong focus on automation and DevOps; learning and career growth in enterprise systems leadership; benefits package (health, wellbeing, insurance, etc.); exposure to high-scale global finance systems";https://www.linkedin.com/jobs/view/4414923058
61;IT Support Specialist;TRUMPF;Warsaw;Serve as first point of contact for IT incidents and service requests via ServiceNow or phone. Pre-qualify, document, and process tickets following SOPs. Escalate complex issues to 2nd/3rd line support. Support users through knowledge sharing and collaboration. Work with back office to improve IT guidelines and processes.;Experience with Microsoft 365, Windows OS, Active Directory, SCCM. Basic knowledge of SAP, Workday, SailPoint. Experience with ServiceNow and ITIL principles (certifications a plus). Strong customer support and troubleshooting skills. Ability to work independently and in teams. Languages: German B2+, English B2+, Polish C1.;Hybrid work model (3 days remote), flexible start times. Quarterly bonus system. Office in Warsaw (Rondo Daszyńskiego). Private medical care and life insurance. Multisport co-financing, NAIS cafeteria benefits, Edenred lunch card.;https://www.linkedin.com/jobs/view/4406158614
62;Associate Service Desk Representative;Diebold Nixdorf;Warsaw;Handle service requests and tickets within a centralized fleet support hub across multiple countries. Ensure SLA compliance, process adherence, and high data quality. Escalate complex or non-standard issues to higher support levels. Track and manage ticket resolution performance including SLA adherence and resolution time.;0–2 years of experience in Service Desk or similar IT support role (or equivalent education). Strong Polish and business English (written and spoken). Ability to follow defined processes and policies. Basic understanding of IT service operations and ticket handling.;Competitive monthly base salary (approx. 5,100–7,300 PLN gross). International work environment across 130+ countries. Exposure to global shared services operations. Opportunity to work in a technology-driven company focused on digital transformation.;https://www.linkedin.com/jobs/view/4404689945
63;Data Protection Advisor;Linklaters;Warsaw;Provide day-to-day legal and operational advice on data protection and privacy compliance across global teams. Handle data subject rights requests and coordinate responses under GDPR and other regulations. Support incident management, including risk assessments and drafting notifications. Advise HR, Marketing, Technology, and procurement teams on privacy matters and third-party data processing. Conduct privacy impact assessments (DPIAs) and legitimate interest assessments (LIAs). Maintain privacy logs, reporting, and metrics for senior governance bodies. Support audits, training, and development of privacy policies and governance improvements.;At least 2+ years of experience in data privacy or data protection. Strong knowledge of EU GDPR and global privacy regulations. Experience operationalizing data protection requirements in business processes. Strong analytical, communication, and stakeholder management skills. Ability to prioritize tasks under pressure and work independently. Fluent English. IAPP CIPP/E or similar certification is a plus.;Hybrid work model (minimum 2 days in Warsaw office). Private medical care, life insurance, and worldwide travel insurance. Free in-house fitness centre. Multisport card or travel subsidy. Wide range of training and professional development opportunities.;https://www.linkedin.com/jobs/view/4413421121
64;Technical Support Engineer;F5;Warsaw;Provide Level 2 technical support for F5 hardware and software products. Troubleshoot and resolve customer issues across enterprise environments. Communicate status, resolution plans, and technical updates to customers and partners. Collaborate with Tier 3 engineering teams on complex cases. Maintain technical documentation and knowledge base articles. Manage multiple support cases and prioritize based on urgency and business impact. Follow standardized support and quality processes.;Experience in enterprise-level technical support. Strong knowledge of networking (LAN/WAN, DNS, TCP/IP), Linux/UNIX systems, virtualization (e.g., VMware), and network security concepts (VPN, DDoS, WAF, SSL/TLS). Ability to analyze packet captures (Wireshark). Strong understanding of HTTP, DNS, and SSL/TLS. Fluent English communication. Strong analytical and troubleshooting skills.;Hybrid work model (approx. 30 days per quarter in office, flexible scheduling). Career development opportunities and technical training. Exposure to global enterprise customers and advanced networking/security technologies. Inclusive, people-focused international culture.;https://www.linkedin.com/jobs/view/4260070679
65;System Administrator;Seargin;Warsaw;Lead delivery of IT projects and support system deployments across on-prem and cloud environments. Develop and implement project plans, risk assessments, and contingency plans. Define system standards, best practices, and support procedures. Troubleshoot and resolve complex infrastructure and system issues. Evaluate hardware, software, and vendor solutions. Support global deployments and technology rollouts. Mentor and coach other team members.;Advanced knowledge of Windows Server (2019–2025), Active Directory/LDAP, Microsoft 365, Azure, Intune, and Microsoft application technologies. Strong networking and OS troubleshooting skills. Experience with Group Policy design and configuration. Scripting skills in PowerShell, Bash, or Python. Experience with virtualization (VMware or Hyper-V). Microsoft certifications (MCSE or equivalent) preferred. Understanding of cloud and on-prem infrastructure.;Contract employment in Warsaw. Exposure to global IT projects and enterprise-scale deployments. Opportunity to work with modern Microsoft cloud and infrastructure technologies. Technical growth through complex system environments and mentoring experience.;https://www.linkedin.com/jobs/view/4418922940
66;IT Service Desk Specialist;TD SYNNEX Poland;Warsaw;Create and manage incidents and service requests for internal users. Provide first-level technical support and resolve medium-complexity IT issues using knowledge base and tools. Gather required information from users and escalate issues when necessary. Maintain SLA compliance and ensure customer satisfaction. Continuously learn and improve technical and customer service skills.;"1–3 years of IT support experience. IT-related education (Associate degree or equivalent; Computer Science preferred). ITIL Foundation certification is a plus. Basic Microsoft O365 knowledge. CompTIA A+ or similar certifications preferred. Strong English communication skills plus one additional European language (e.g. German, French, Spanish, Italian). Ability to work under pressure, learn quickly, and communicate effectively.";Hybrid work model (3 days in office). Private medical care (LuxMed). Life insurance (Generali). MultiSport card. Holiday fund and glasses refund. Retirement program. Strong focus on learning, career development, diversity, and global networking opportunities.;https://www.linkedin.com/jobs/view/4407262478
67;IT Operations Specialist;CoreWeave;Warsaw;Support and scale internal IT environment across identity, endpoints, SaaS platforms, and office infrastructure. Work closely with Security, Systems Engineering, People Ops, and Engineering teams across the full employee lifecycle. Provide hands-on end-user and systems support. Contribute to automation, platform ownership, and process improvements. Improve reliability, scalability, and operational maturity of IT systems. Manage onboarding, offboarding, role changes, and device provisioning. Support identity and access management systems (Okta or equivalent). Administer ITSM platforms including ticketing workflows, asset tracking, and automation. Manage macOS and Windows endpoints via MDM tools (Jamf, Intune). Support VDI environments and end-user workstations. Create and maintain technical documentation and operational procedures. Participate in on-call rotations and after-hours support when required.;4–6 years of IT support or IT operations experience in cloud-native or high-growth environments. Experience with IAM platforms (Okta or equivalent), lifecycle automation, and group management. Experience with macOS and Windows endpoint management (Jamf, Intune). Experience with ITSM platforms (Freshservice or similar). Strong understanding of user lifecycle management (onboarding/offboarding/device provisioning). Experience with VDI environments. Scripting experience in Python, Bash, or PowerShell. Familiarity with infrastructure-as-code tools such as Terraform. Understanding of cloud security fundamentals, MFA, endpoint protection, and compliance concepts. Experience with technical documentation. Willingness to do on-call and after-hours support.;Medical, dental, and vision insurance (100% paid by CoreWeave). Company-paid life insurance and optional supplemental coverage. Short- and long-term disability insurance. Flexible Spending Account (FSA) and Health Savings Account (HSA). Tuition reimbursement. Employee Stock Purchase Program (ESPP). Mental wellness support via Spring Health. Family-forming support via Carrot. Paid parental leave. Flexible childcare support via Kinside. 401(k) with employer match. Flexible PTO. Catered daily lunches in office/data centers. Casual work environment. Culture focused on innovation and disruption.;https://www.linkedin.com/jobs/view/4359565672
68;Senior IT Service Specialist;SimCorp;Warsaw;Provide advanced onsite IT support for hardware, software, and network issues across desktops, laptops, mobile devices, printers, and peripherals. Support incident management, request fulfillment, and facility management processes. Assist with onboarding/offboarding including account setup, hardware provisioning, and basic IT training. Maintain IT asset inventory, including procurement, deployment, and retirement. Document incidents, requests, and knowledge base articles accurately. Support office IT infrastructure setup, configuration, moves, and refurbishments. Coordinate with global IT teams to implement changes and resolve major incidents. Provide immediate onsite support during outages or critical incidents. Participate in global IT projects and occasional EMEA travel for onsite support.;3+ years of experience in a similar IT support or service desk role. Experience in 1st and 2nd line support across infrastructure, cloud, and business applications. Strong knowledge of Microsoft platforms and applications, Citrix, VMware, Azure, Salesforce, etc. Experience with onsite hardware support for end users. ITIL Foundation certification or higher preferred. Experience using ITSM tools such as Jira and Confluence. Strong documentation and process knowledge. Ability to prioritize in a fast-paced environment. Strong communication and teamwork skills. Service-oriented mindset with continuous learning attitude.;Modern office near Wilanowska metro station with ergonomic workstations. Base salary with annual bonus. Holiday allowance after 2-week vacation. Private healthcare (Medicover, employer-paid with upgrade option). Multisport card (75% employer contribution). Life insurance (Unum, optional upgrade). Travel insurance for private and business trips. Share plan (Deutsche Börse Group, after 1 year). Training and professional development opportunities. Language classes (Polish, English, German depending on needs). Integration events, volunteering, and employee clubs.;https://www.linkedin.com/jobs/view/4373852088
69;Technical Support Engineer;Workday;Warsaw;The Workday Adaptive Planning Support team is seeking an experienced Support Engineer passionate about tackling complex technical challenges in a fast paced environment. In this customer-facing role, you will partner closely with our Product Development and Support Analyst teams as an escalation point to deliver creative workarounds and long-term solutions for our global customer base. You will take ownership of a diverse case queue, as part of a global team supporting our Adaptive Planning Suite which may include Financial Planning, Reporting, and Integration products while ensuring customers receive timely, high-touch updates. The ideal candidate brings a background in SaaS support, a foundational understanding of programming, and proven experience supporting enterprise-grade web applications. Location & Shift: This role is based in our Warsaw office. We are looking for local candidates or those willing to relocate to the area. To foster collaboration and connection, you can expect to work from the office at least 50% of the time. On-Call: Participation in a global on-call rotation to provide weekend and holiday cover on an occasional basis.;Basic Qualifications: 5+ years' experience in a Technical Support related role. 2+ years' experience as a support engineer with an enterprise cloud based software application. Experience managing highly escalated cases across multiple enterprise customer accounts. Other Qualifications: Excellent analytical skills and ability to come up with solutions / workarounds to complex problems. Excellent written and verbal communication skills, combined with the ability to communicate with users at all levels and varying technical ability. Proactive, empathetic, team player who is responsive to customer needs and concerns. Have attention to detail and deep understanding of support best practices. Experience collaborating with internal development and/or QA teams, acting as a customer advocate. Previous experience or knowledge of finance and/or financial planning software applications or integrations. Technical Skills: Working knowledge of Linux, SQL, DBMS, and any of the following: Java, .NET, C#, or any other programming language. Working with data formats such as XML and JSON. Troubleshooting Web Services / APIs. Troubleshooting full stack web applications. Using ELK / any log aggregation tool to troubleshoot technical problems. Attention to detail and accuracy. Additional desirable skills: Implementation or support of software integrations. JavaScript knowledge.;Listed below is the base salary range applicable to this position: zł167,200 PLN - zł250,800 PLN. Workday Bonus Plan or role-specific commission/bonus, annual refresh stock grants may apply. Flex Work model: at least 50% office time per quarter. Global on-call rotation. Equal Opportunity Employer. Accessible and inclusive hiring. Privacy and data security protections.;https://www.linkedin.com/jobs/view/4384069907
70;IT Change & Release Manager;Pandora;Warsaw;Own, design, implement, and continuously improve SAP Change Management processes aligned to ITIL best practice. Define change policies, categorization models, SLAs, documentation standards and RACI across delivery teams. Chair the Change Advisory Board (CAB) and Emergency Change Advisory Board (ECAB) meetings, facilitating robust discussions and making decisions. Classify, evaluate and prioritize change requests (normal, standard, urgent & emergency) based on impact, risk and readiness. Maintain and publish the Forward Schedule of Change (FSC) ensuring visibility and alignment across business and IT stakeholders. Plan, coordinate and manage end-to-end SAP release cycles across environments and integrated systems. Define release windows, manage deployment sequencing and proactively mitigate cross-team dependencies. Oversee release execution, ensuring transports move correctly through Dev → QA → Prod with required validations. Govern technical release frameworks including transport tools (e.g., Release Owl) and non-SAP integrations. Ensure appropriate regression test scope, readiness checks and smoke test activities for each release. Act as the central communication hub for SAP change and release activity globally. Establish transparent reporting and feedback loops with Basis, development teams, business owners, PMO and leadership. Clearly communicate release content, timelines, risks, conflicts, and business impacts. Balance delivery urgency with production stability—negotiating trade-offs where required and escalating appropriately.;Solid experience in SAP Change and Release Management in global, complex environments – must have. Hands-on experience with SAP S/4HANA and transport management tooling (e.g., STMS, Release Owl). ITIL v3/v4 knowledge with minimum Foundation certification. Experience working with integrated landscapes (WMS, OMS, POS or similar). Familiarity with DevOps concepts, CI/CD, automation, and deployment orchestration. ServiceNow experience for Change & Release Management is an advantage. Strong analytical, problem-solving and technical literacy across SAP architecture and infrastructure. Fluency in English. Ownership-oriented mindset with strong communication and stakeholder management skills. Assertive and calm when governing change standards and managing conflict or high-risk decisions. Highly structured, detail-focused and disciplined in execution and documentation. Collaborative team player with a continuous improvement mindset and desire to modernize processes.;"Stable employment based on an employment contract. Hybrid work model - minimum 2 days per week onsite at the office located at Domaniewska 28 (parking available upon prior reservation). Support for professional competence development. PREMIUM package of Medicover medical including dental care. Generali life insurance. Medicoversport card. Cafeteria program on the My Benefit platform. Additional days off for birthday, health check-up. Very attractive discounts on PANDORA products. Subsidy for ""home office"" equipment. Employee Pension Plans (PPE). Additional benefits under the company's social fund (e.g., holiday or kindergarten subsidies). Employee Recommendation Program";https://www.linkedin.com/jobs/view/4411880432
71;IT Business Analyst – Pharma R&D;Roche;Warsaw;"Independently manage end-to-end business analysis workstreams, tackling complex business problems with emerging ambiguity; lead the analysis of business problems, perform domain research, and drive root cause analysis; deliver comprehensive requirements and contribute significantly to solution selection; identify needs-solution discrepancies and propose creative improvements; build relationships with cross-functional stakeholders and act as a trusted advisor; facilitate workshops, resolve conflicts, and align stakeholder expectations with project goals; translate requirements into strategic implementation plans and contribute to long-term solution roadmaps; evaluate solution impacts considering immediate and long-term business implications; apply tools and techniques related to requirements, data, usability, and process analysis; serve as Subject Matter Expert (SME), bridging business processes and technical execution; support the digital transformation of how scientific evidence is generated, managed, and communicated to the global medical community; mentor junior and intermediate Business Analysts and shape team best practices.";"5+ years of Business Analysis/Consultancy experience, including at least 3+ years in life sciences/pharma or the assigned business function; proven experience independently managing end-to-end BA workstreams and navigating ambiguous requirements; experience translating requirements into strategic implementation plans aligned with business objectives; advanced knowledge of Business Analysis/Consultancy concepts and practices; strong proficiency in requirements elicitation, documentation, traceability, and change management; ability to independently apply tools, principles, concepts, and techniques related to requirements, data, usability, and process analysis; understanding of data modeling, ETL processes, data visualization techniques and tools, relational databases, and non-relational data structures; excellent problem-solving skills and ability to propose innovative process improvements; strong communication and stakeholder management skills with the ability to maintain a broader organizational perspective.";"Salary range: 14,175–26,325 PLN gross (employment contract); annual performance bonus; dedicated training budget (training, certifications, conferences, career paths); Recharge Fridays (2 Fridays off per quarter); Take Time Program (up to 3 months of leave for any purpose); vacation subsidy; Flex Location (work from different places in the world for a certain period); Take Time for Charity (up to 2 additional paid weeks of leave); private healthcare (LuxMed), group life insurance (UNUM), and Multisport; stock share purchase additions; yearly sales of company laptops and cars; hybrid work model (average two days per week in the office).";https://www.linkedin.com/jobs/view/4419517892
72;IT Helpdesk Specialist;XTB;Warsaw;"Provide first-level IT support to team members, including troubleshooting hardware and software issues, resolving network connectivity problems, and assisting with computers, printers, telephones and other IT devices setup and configuration; provide, install, maintain, and troubleshoot hardware and software for existing team members and new hires, ensuring seamless onboarding and offboarding experiences; manage and document IT and support requests; coordinate with vendors and service providers for equipment repairs, maintenance, and office network infrastructure; manage user accounts via Active Directory; support and administration of selected IT applications and systems; register and manage the queue of orders flowing to IT in the Jira system and other access channels; maintain a register of equipment used in XTB and conduct periodic inventory.";"Strong knowledge of Windows and macOS operating systems; experience with Active Directory management (user and endpoint management); familiarity with Endpoint Management tools (ManageEngine Endpoint Central); familiarity with Atlassian tools (Jira, Jira Service Management); excellent troubleshooting and problem-solving skills; English proficiency at a minimum B2 level; IT Asset management; ability to think analytically and logically; independence; proactive reporting of changes; focus on cross-team collaboration and knowledge sharing. Nice to have: experience with Google Workspace administration; familiarity with Identity management (Entra ID).";"Real impact on the development of the company and the product; work in an experienced team that is happy to share its knowledge; clear vision of development thanks to regular feedback and clear career paths; training budget for courses and conferences; extra day off on your birthday; extra day off for parents; equipment tailored to your needs; private medical care and group insurance; access to an e-learning platform for learning English and a benefits platform; access to a wellbeing platform, workshops and private therapy sessions; regular team-building meetings.";https://www.linkedin.com/jobs/view/4399528489
73;Onsite Engineer;DXC Technology;Warsaw;"Diagnose and resolve software and equipment incidents, including PCs, laptops, printers, scanners, projectors, tele-conference systems, mobile phones, Windows and Mac operating systems, and software applications; maintain a first-class level of customer service and ensure timely, efficient, and professional problem resolution; install, upgrade, patch, support, and troubleshoot Macintosh and Windows operating systems and applications such as Microsoft Office and Adobe; perform smart hands and eyes support for Infrastructure; provide break-fix support for laptops, desktops, tablets, and peripherals; perform preventative maintenance on computers and authorized equipment; manage desktop lifecycle programs including asset tracking, builds, application installations, user migrations, and hardware installations; coordinate with vendors for support and repairs; actively monitor and manage ticket queues, ensuring accurate logging, categorization, prioritization, diagnosis, escalation, and data integrity; meet established Service Level Agreements (SLAs); provide IMAC support including large-scale office moves and restack activities; support operating systems, MS Office suite, and business applications; respond to end-user requests and provide ticket status updates; coordinate with Level 3 support groups and project teams; manage IT hardware assets, stock control, and inventory; provide accurate and timely documentation in IT Service Management tools; participate in hardware and software rollout projects including Windows migrations, office moves, and new equipment deployments.";"Diploma or Bachelor holder in Computer Science/Information Technology; 2–3 years of relevant experience in Desktop Support; IT knowledge in Windows 8, Windows 10, Windows 11, and basic network setup troubleshooting; hardware knowledge of PCs, laptops, printers/copiers/scanners, projectors, tele-conference systems, and mobile phones; hardworking with a positive work attitude and passion for the IT industry; good customer service mindset; ability to work under minimal supervision; willingness to work from client premises; basic knowledge of IT Infrastructure (network topologies, VPN, servers) sufficient to isolate end-user problems; customer focus with strong customer service, interpersonal, and telephony skills; process-oriented approach; ability to perform in a fast-moving and demanding environment; ability to multitask; self-motivated, self-disciplined, proactive team player.";"In-person collaboration with flexibility to support wellbeing, productivity, individual work styles, and life circumstances; inclusive environment where everyone can thrive.";https://www.linkedin.com/jobs/view/4404447409
74;Regular Information Security Support Engineer;Luxoft Polska;Warsaw;"Execute identity remediation initiatives across critical systems, eliminating orphaned accounts, stale access, excessive privileges, and unmanaged service accounts; perform hands-on cleanup and risk reduction across accounts, entitlements, and privileged access in alignment with firm standards; drive service account security improvements, including remediation of clear-text passwords, credential vaulting and rotation, ownership validation, and lifecycle controls; support onboarding of applications and privileged accounts into Identity Governance & Administration (IGA) and Privileged Access Management (PAM) platforms; reduce administrative access across critical platforms by implementing least-privilege controls; strengthen group and entitlement governance by simplifying group structures and aligning them to standardized access models; partner with application, infrastructure, and engineering teams to implement access changes and close control gaps; track remediation efforts through completion and maintain audit-ready documentation; monitor shared mailboxes and ticketing queues, ensuring timely response, prioritization, and escalation; leverage AI tools and large language models to automate analysis, reconciliation, and documentation tasks; coordinate sudo access remediation and migration to passwordless SSH sessions using CyberArk; define and manage migration schedules, track progress, and support issue resolution throughout the rollout; support service account onboarding into CyberArk, Safe access configuration, and password rotation controls.";"Minimum 3 years of professional experience in Identity & Access Management (IAM), information security, identity operations, or a related technology role; hands-on CyberArk experience; Linux knowledge; hands-on experience executing identity lifecycle management, account remediation, or access cleanup initiatives within an enterprise environment; practical experience with Identity Governance & Administration (IGA) solutions such as SailPoint; working knowledge of Active Directory, group-based access models, and service account management; experience supporting privileged account onboarding or working with PAM solutions; understanding of identity hygiene principles, least-privilege design, service account risk management, and access control best practices; experience supporting remediation tracking and audit-related validation activities; ability to analyze large access and entitlement datasets to identify control gaps and prioritize corrective actions; strong organizational skills and ability to manage multiple remediation workstreams; clear written and verbal communication skills; hands-on experience leveraging AI tools or large language models for automation; commitment to the highest ethical standards.";;https://www.linkedin.com/jobs/view/4421696511
75;Senior Security Analyst;Aviva;Warsaw;"Work in the 24/7/365 Global Security Operations Centre (12h shifts); review, triage, and perform deep-dive investigations on complex security alerts; categorize and prioritize incidents based on risk and business impact; lead end-to-end cyber incident investigations from detection through containment, eradication, and recovery; perform and recommend remediation actions during high-severity incidents; provide risk-based decisions during time-sensitive incidents; fine-tune detection rules and provide expert recommendations; identify detection gaps and contribute to detection-engineering activities; coordinate operational activities during shifts and ensure investigation quality; mentor, coach, and train Security Analysts; maintain and update GSOC documentation, SOPs, playbooks, and processes; participate in cybersecurity projects aligned with business needs; act as a Subject Matter Expert for SOC-related initiatives; support the Manager with operational and strategic tasks.";"3–5+ years of hands-on experience in SOC, Cyber Incident Response, Threat Hunting, or similar roles; strong practical experience with security technologies such as SIEM, EDR, NIDS, VMS, etc.; deep understanding of the current threat landscape, adversary tactics, and modern attack techniques; proven experience with triage and investigation using EDR tooling; excellent analytical and decision-making skills; ability to assess risk holistically and recommend appropriate actions; ability to work under time pressure, multitask, and prioritize dynamically; experience coordinating technical teams is a strong plus.";"Contract of employment; performance bonus; private medical care (ENEL-MED); cafeteria system of benefits (e.g. MultiSport card); additional parent privileges including baby leave and shortened working time after parental leave; employer-funded group insurance; Employee Shares Plan; extra day off for birthday; paid time off to volunteer; additional leave acquired over the years in the company (up to 5 extra days per year); Wellbeing Leave (additional two weeks paid leave after 10 years of service); psychological support consultations; access to e-learning platforms; internal employee referral program; hybrid working model from Poland with a few days in the Warsaw office per month; attractive office location in Warsaw – Gdański Business Center; additional entitlements for people with disabilities (Work Without Barriers); diverse and inclusive work environment.";https://www.linkedin.com/jobs/view/4424084311
76;IT Solution Designer;Deloitte;Warsaw;"Create the architecture for digital services to ensure compliance with policies and fit into the Deloitte environment, covering hosting, network, user access, data retention, and sustainable operations; analyze design patterns, suppliers, and products to assess their effectiveness in addressing functional and quality requirements in close collaboration with stakeholders; create effort estimates and implementation plans aligned with project managers; act as technical sub-project lead, coordinating and driving implementation together with subject matter experts and operations teams; create documentation and architectural views according to best practices and present work results to stakeholders and peers to meet internal standards and policies.";"Degree in Computer Science or a similar relevant field of studies, or completed vocational training with several years of relevant on-the-job experience; knowledge of IT infrastructure, application management, databases, cloud, network, security, IAM, monitoring, or other IT areas; ability to quickly learn new concepts and technologies; experience in structuring, presenting, and communicating work results with stakeholders at all levels; strong ownership of priorities, work structure, and task management; proficiency in English; German is an optional valuable skill.";"Stable job in a multinational company based on an employment contract; flexible hybrid working model (home and office); professional development opportunities including individual training plans, soft skills and technical training, access to Udemy for Business and LinkedIn Learning; structured onboarding process and Buddy program for new joiners; open and friendly organizational culture based on well-being, diversity and inclusion; attractive benefits.";https://www.linkedin.com/jobs/view/4400183580
